obs,Age,Job,Marital,Education,Default,Balance,Housing,Loan,Contact,Month,Duration,Campaign,Previous,poutcome,Y
333,32,technician,married,secondary,no,79,yes,no,cellular,aug,417,4,0,unknown,0
334,70,retired,single,primary,no,0,no,no,telephone,sep,145,1,0,unknown,0
335,33,student,married,tertiary,no,476,yes,no,cellular,aug,113,1,0,unknown,0
336,31,management,single,tertiary,no,-26,yes,yes,unknown,may,448,1,0,unknown,0
337,64,retired,divorced,tertiary,no,890,no,no,cellular,jul,531,3,0,unknown,0
338,31,management,single,tertiary,no,354,no,no,cellular,apr,242,2,0,unknown,1
339,31,services,married,secondary,no,246,yes,no,unknown,may,230,2,0,unknown,0
340,51,blue-collar,married,secondary,no,224,yes,yes,cellular,jul,231,5,0,unknown,0
341,51,blue-collar,married,primary,yes,-17,no,no,cellular,aug,134,6,0,unknown,0
342,31,technician,single,secondary,no,4,no,no,cellular,aug,102,3,0,unknown,0
343,33,technician,single,tertiary,no,3255,no,no,telephone,aug,214,4,0,unknown,0
344,31,blue-collar,single,secondary,no,1000,yes,yes,unknown,may,191,1,0,unknown,0
345,41,services,single,secondary,no,397,yes,no,unknown,may,19,15,0,unknown,0
346,35,technician,married,secondary,no,0,no,no,cellular,aug,18,14,0,unknown,0
347,41,blue-collar,married,primary,no,0,yes,no,unknown,may,232,3,0,unknown,0
348,60,retired,married,secondary,no,523,no,no,cellular,feb,467,1,3,success,1
349,43,management,married,tertiary,no,536,yes,no,cellular,may,167,4,0,unknown,0
350,32,technician,married,secondary,no,963,no,no,cellular,aug,15,13,0,unknown,0
351,26,admin.,single,tertiary,no,689,no,no,cellular,mar,78,1,0,unknown,0
352,47,admin.,single,tertiary,no,1192,yes,no,unknown,may,217,2,0,unknown,0
353,26,management,single,tertiary,no,9447,no,no,cellular,sep,113,1,2,other,0
354,46,housemaid,married,primary,no,312,yes,yes,cellular,jul,137,7,0,unknown,0
355,50,management,married,secondary,no,3002,no,no,cellular,aug,125,2,0,unknown,0
356,38,unemployed,married,secondary,no,1604,no,no,unknown,jun,1276,1,0,unknown,0
357,32,blue-collar,married,secondary,no,1197,yes,yes,unknown,may,241,1,0,unknown,0
358,36,blue-collar,married,secondary,no,342,yes,yes,unknown,may,88,3,0,unknown,0
359,45,technician,married,secondary,no,49,no,no,cellular,jul,65,2,0,unknown,0
360,25,services,single,secondary,no,55,yes,yes,unknown,may,217,1,0,unknown,0
361,34,blue-collar,married,primary,no,-398,yes,no,cellular,feb,47,8,0,unknown,0
362,52,retired,married,secondary,no,414,no,no,cellular,jan,207,3,0,unknown,0
363,52,entrepreneur,married,primary,no,2594,yes,no,telephone,nov,425,1,0,unknown,0
364,33,management,single,tertiary,no,1998,no,no,cellular,nov,570,1,0,unknown,0
365,46,admin.,married,secondary,no,466,yes,no,cellular,jan,169,1,0,unknown,0
366,25,services,single,secondary,no,199,no,no,cellular,aug,111,2,3,other,0
367,32,technician,single,tertiary,no,703,yes,no,cellular,feb,489,2,2,success,0
368,51,admin.,divorced,secondary,no,74,yes,no,cellular,jul,79,2,0,unknown,0
369,33,blue-collar,single,secondary,no,16649,yes,no,cellular,feb,173,1,0,unknown,0
370,32,technician,single,tertiary,no,2626,yes,yes,cellular,may,217,2,2,other,0
371,35,self-employed,single,tertiary,no,538,yes,yes,unknown,may,21,9,0,unknown,0
372,28,technician,single,secondary,no,922,yes,no,cellular,apr,304,1,0,unknown,0
373,60,retired,married,primary,no,0,no,no,unknown,jul,36,1,0,unknown,0
374,53,management,divorced,tertiary,no,6388,yes,no,telephone,jul,203,2,0,unknown,0
375,27,management,single,secondary,no,924,yes,no,cellular,feb,84,1,0,unknown,0
376,48,technician,married,secondary,no,547,no,no,cellular,jan,74,1,2,failure,0
377,55,blue-collar,married,secondary,no,52,yes,no,unknown,may,182,1,0,unknown,0
378,27,admin.,single,secondary,no,619,yes,no,cellular,apr,16,5,4,other,0
379,42,services,married,secondary,no,1007,no,no,unknown,jun,139,1,0,unknown,0
380,40,self-employed,married,primary,no,42,no,no,cellular,jul,264,3,0,unknown,0
381,33,management,married,tertiary,no,51,yes,no,cellular,aug,273,2,0,unknown,0
382,54,management,married,tertiary,no,16843,no,no,unknown,jun,116,1,0,unknown,0
383,59,housemaid,married,primary,no,88,yes,no,cellular,jul,63,5,0,unknown,0
384,27,student,single,secondary,no,0,no,no,unknown,may,93,2,0,unknown,0
385,39,management,married,tertiary,no,606,no,no,cellular,feb,79,1,0,unknown,0
386,51,technician,married,secondary,no,337,yes,no,cellular,aug,687,4,0,unknown,0
387,36,admin.,married,secondary,no,68,no,yes,cellular,jul,85,4,0,unknown,0
388,37,management,married,tertiary,no,658,yes,no,cellular,may,838,1,0,unknown,1
389,46,management,married,secondary,no,1306,yes,no,telephone,nov,155,1,0,unknown,0
390,50,management,married,secondary,no,1457,no,yes,cellular,jul,167,1,0,unknown,0
391,25,services,single,secondary,no,88,yes,no,cellular,jul,121,18,0,unknown,0
392,44,admin.,married,secondary,no,469,yes,no,unknown,may,88,4,0,unknown,0
393,53,management,married,tertiary,no,1014,no,yes,cellular,nov,59,2,0,unknown,0
394,35,admin.,single,tertiary,no,364,no,yes,cellular,apr,148,1,0,unknown,0
395,41,blue-collar,married,primary,no,1135,yes,no,unknown,may,265,1,0,unknown,0
396,37,technician,married,secondary,no,1120,yes,no,unknown,may,103,5,0,unknown,0
397,33,blue-collar,married,primary,no,233,yes,no,unknown,may,428,1,0,unknown,0
398,56,technician,divorced,secondary,no,99,yes,no,unknown,may,155,2,0,unknown,0
399,25,services,single,secondary,no,556,yes,yes,unknown,jun,361,1,0,unknown,0
400,48,housemaid,married,tertiary,no,197,no,no,cellular,aug,256,8,0,unknown,0
401,35,management,married,tertiary,no,249,yes,no,cellular,aug,127,2,0,unknown,0
402,33,blue-collar,single,primary,no,577,yes,no,cellular,may,59,4,0,unknown,0
403,50,blue-collar,married,secondary,no,917,yes,no,cellular,jul,58,2,0,unknown,0
404,31,services,divorced,secondary,no,1016,yes,no,cellular,may,20,1,1,failure,0
405,54,management,married,secondary,no,-133,yes,no,cellular,apr,76,1,2,failure,0
406,33,management,married,secondary,no,4040,yes,no,cellular,apr,132,2,0,unknown,0
407,52,technician,married,tertiary,no,1785,no,no,cellular,aug,349,1,0,unknown,0
408,57,self-employed,married,secondary,no,380,no,no,cellular,nov,878,2,0,unknown,0
409,26,admin.,single,secondary,no,712,yes,no,unknown,may,232,1,0,unknown,0
410,27,student,single,secondary,no,538,no,no,cellular,jun,124,2,0,unknown,1
411,72,retired,married,primary,no,0,no,no,cellular,dec,215,2,0,unknown,0
412,33,blue-collar,married,primary,no,2665,yes,no,unknown,may,358,2,0,unknown,0
413,43,admin.,divorced,secondary,no,729,yes,no,unknown,may,668,2,0,unknown,0
414,31,technician,single,tertiary,no,127,yes,no,cellular,jul,122,1,0,unknown,0
415,60,retired,married,tertiary,no,45,no,no,cellular,aug,39,5,0,unknown,0
416,54,management,divorced,tertiary,no,12018,yes,no,cellular,dec,267,2,0,unknown,1
417,56,self-employed,married,tertiary,no,350,no,no,cellular,feb,83,3,0,unknown,0
418,47,management,married,primary,no,1797,no,no,cellular,jul,62,4,0,unknown,0
419,22,admin.,single,tertiary,no,897,yes,no,cellular,feb,133,4,0,unknown,1
420,49,technician,married,secondary,no,905,no,no,cellular,aug,90,1,1,success,0
421,51,blue-collar,married,secondary,no,568,yes,no,unknown,jun,37,1,0,unknown,0
422,49,services,single,secondary,no,3061,yes,no,unknown,may,155,2,0,unknown,0
423,43,blue-collar,married,secondary,no,130,yes,no,cellular,feb,146,3,1,failure,0
424,29,blue-collar,married,secondary,no,185,yes,yes,unknown,jun,471,3,0,unknown,0
425,31,technician,single,secondary,no,125,no,no,cellular,aug,78,2,0,unknown,0
426,26,management,single,tertiary,no,1177,no,no,cellular,oct,116,1,0,unknown,0
427,27,management,single,tertiary,no,80,no,no,cellular,may,188,2,0,unknown,0
428,32,technician,single,secondary,no,-1,yes,no,cellular,may,37,1,0,unknown,0
429,36,technician,married,secondary,no,1038,yes,no,telephone,may,42,3,0,unknown,0
430,52,management,married,tertiary,no,3508,no,no,cellular,aug,252,2,0,unknown,0
431,34,technician,married,secondary,no,456,yes,no,unknown,may,621,1,0,unknown,0
432,51,blue-collar,married,secondary,no,4787,yes,no,cellular,apr,895,1,0,unknown,1
433,39,technician,single,tertiary,no,1043,no,no,cellular,aug,195,10,0,unknown,0
434,56,entrepreneur,married,tertiary,no,1297,yes,no,unknown,may,180,1,0,unknown,0
435,38,unemployed,single,secondary,no,2470,yes,no,cellular,feb,131,1,1,other,0
436,37,admin.,married,secondary,no,-325,no,no,cellular,jul,179,7,0,unknown,0
437,30,student,single,secondary,no,96,no,no,cellular,feb,291,1,0,unknown,0
438,31,management,married,tertiary,no,-235,yes,no,cellular,apr,546,2,0,unknown,0
439,46,technician,married,secondary,no,332,yes,no,unknown,may,772,1,0,unknown,1
440,48,self-employed,married,primary,no,3062,no,no,unknown,jun,237,5,0,unknown,0
441,36,blue-collar,divorced,primary,no,117,yes,no,unknown,jun,123,4,0,unknown,0
442,34,management,married,tertiary,no,881,no,no,cellular,aug,112,2,0,unknown,0
443,44,technician,married,tertiary,no,0,yes,yes,unknown,may,127,2,0,unknown,0
444,93,retired,married,unknown,no,775,no,no,cellular,jul,860,2,7,success,1
445,31,technician,divorced,tertiary,no,2287,yes,no,unknown,may,97,1,0,unknown,0
446,55,management,married,secondary,no,11743,yes,no,unknown,may,75,1,0,unknown,0
447,39,blue-collar,married,secondary,no,439,yes,no,unknown,may,214,3,0,unknown,0
448,56,retired,married,secondary,no,1894,yes,no,unknown,may,189,1,0,unknown,0
449,65,retired,married,primary,no,1004,no,no,cellular,oct,371,1,0,unknown,1
450,22,student,single,unknown,no,549,no,no,cellular,sep,154,1,0,unknown,0
451,25,blue-collar,single,primary,no,6,yes,yes,unknown,may,174,2,0,unknown,0
452,38,technician,married,tertiary,no,52,yes,no,cellular,apr,82,4,0,unknown,0
453,33,services,married,secondary,no,3444,yes,no,cellular,jul,487,4,0,unknown,0
454,36,admin.,married,secondary,no,286,yes,no,cellular,jul,167,9,0,unknown,0
455,25,services,single,secondary,no,333,no,yes,cellular,jul,1056,2,0,unknown,1
456,34,technician,single,secondary,no,60,no,no,cellular,aug,274,2,0,unknown,0
457,36,entrepreneur,married,secondary,no,13,yes,no,cellular,apr,98,3,0,unknown,0
458,31,entrepreneur,married,tertiary,no,5191,no,no,cellular,nov,187,2,0,unknown,0
459,57,blue-collar,married,primary,no,3109,no,no,cellular,jun,482,2,0,unknown,1
460,42,management,married,secondary,no,3018,yes,no,cellular,may,288,3,2,failure,0
461,60,housemaid,married,unknown,no,15681,no,no,cellular,jul,140,3,0,unknown,0
462,45,management,divorced,tertiary,no,702,no,yes,cellular,jul,110,1,0,unknown,0
463,52,technician,married,secondary,no,234,no,no,cellular,nov,255,1,0,unknown,1
464,41,technician,single,secondary,no,-320,yes,no,unknown,may,128,1,0,unknown,0
465,35,management,married,tertiary,no,648,no,no,cellular,jul,674,2,0,unknown,0
466,36,admin.,married,secondary,no,0,yes,no,unknown,may,578,2,0,unknown,0
467,56,technician,divorced,secondary,no,3450,no,no,cellular,aug,507,1,2,success,1
468,41,management,married,tertiary,no,8902,yes,no,cellular,apr,16,3,5,failure,0
469,44,technician,married,secondary,no,10888,yes,no,cellular,aug,163,1,0,unknown,0
470,36,management,single,tertiary,no,5958,yes,no,cellular,sep,155,1,1,success,1
471,37,management,married,tertiary,no,0,no,no,unknown,jun,637,6,0,unknown,1
472,46,blue-collar,married,secondary,no,4007,no,no,cellular,feb,380,5,5,other,0
473,27,services,divorced,secondary,no,397,no,yes,cellular,jul,192,3,0,unknown,0
474,40,management,single,primary,no,259,yes,no,cellular,may,70,1,0,unknown,0
475,30,technician,married,tertiary,no,101,yes,yes,cellular,jul,187,3,0,unknown,0
476,26,self-employed,single,tertiary,no,657,no,yes,cellular,mar,159,2,0,unknown,0
477,34,services,married,secondary,no,-333,yes,no,cellular,may,218,4,5,failure,0
478,53,blue-collar,married,primary,no,880,no,no,cellular,jul,207,4,0,unknown,0
479,25,technician,single,secondary,no,266,no,yes,cellular,jun,74,1,0,unknown,0
480,54,technician,divorced,secondary,no,0,yes,no,unknown,may,161,1,0,unknown,0
481,58,retired,married,secondary,no,3909,yes,no,unknown,jun,80,1,0,unknown,0
482,66,retired,married,secondary,no,154,no,no,telephone,jan,66,2,0,unknown,0
483,56,self-employed,divorced,tertiary,no,966,yes,no,cellular,may,505,2,0,unknown,0
484,46,blue-collar,married,primary,no,1303,no,no,cellular,aug,174,1,0,unknown,0
485,39,entrepreneur,married,tertiary,no,5848,yes,no,cellular,nov,55,1,0,unknown,0
486,29,blue-collar,single,secondary,no,4574,yes,no,unknown,may,217,2,0,unknown,0
487,27,admin.,married,secondary,no,1417,yes,no,cellular,may,143,2,3,failure,0
488,40,admin.,single,secondary,no,5061,no,yes,cellular,feb,63,2,0,unknown,0
489,31,self-employed,single,tertiary,no,17924,yes,no,cellular,nov,608,3,0,unknown,0
490,30,management,married,tertiary,no,196,no,no,cellular,nov,68,1,4,other,0
491,47,services,married,primary,no,0,yes,yes,cellular,aug,138,4,0,unknown,0
492,48,technician,married,secondary,no,3519,no,yes,cellular,feb,229,1,2,failure,0
493,38,management,married,tertiary,no,762,yes,no,unknown,may,163,2,0,unknown,0
494,42,blue-collar,married,primary,no,608,yes,no,cellular,may,67,2,0,unknown,0
495,53,entrepreneur,married,tertiary,no,2289,yes,yes,cellular,nov,183,1,0,unknown,0
496,50,blue-collar,married,primary,no,421,yes,no,cellular,jul,445,4,0,unknown,0
497,44,entrepreneur,married,secondary,no,-165,yes,yes,unknown,jun,184,2,0,unknown,0
498,49,management,divorced,tertiary,no,169,yes,no,unknown,may,174,1,0,unknown,0
499,47,services,married,secondary,no,4,no,no,cellular,aug,73,2,6,success,0
500,40,technician,single,secondary,no,1001,yes,yes,cellular,may,148,1,0,unknown,0
501,60,retired,married,secondary,no,0,no,no,cellular,jul,94,3,0,unknown,0
502,53,services,divorced,secondary,no,765,yes,no,cellular,may,959,3,7,other,1
503,34,entrepreneur,married,tertiary,no,842,yes,no,cellular,may,141,2,0,unknown,0
504,34,blue-collar,single,primary,no,326,yes,no,cellular,jul,263,2,0,unknown,0
505,50,admin.,divorced,secondary,no,0,yes,no,unknown,jun,174,1,0,unknown,0
506,41,admin.,divorced,secondary,no,348,yes,no,unknown,may,233,3,0,unknown,0
507,42,blue-collar,married,unknown,no,149,yes,no,telephone,jul,329,3,0,unknown,0
508,32,admin.,single,secondary,no,98,yes,no,cellular,may,360,1,2,failure,0
509,32,technician,single,secondary,no,0,no,no,cellular,aug,594,4,0,unknown,1
510,59,admin.,married,secondary,no,-797,no,yes,cellular,jul,225,3,0,unknown,0
511,25,management,single,tertiary,no,295,no,no,cellular,jun,169,1,0,unknown,0
512,54,blue-collar,married,primary,no,258,no,no,telephone,may,86,1,1,failure,0
513,35,blue-collar,married,secondary,no,53,yes,no,unknown,may,258,2,0,unknown,0
514,42,unemployed,divorced,secondary,no,759,no,no,cellular,jan,97,1,3,failure,0
515,38,management,divorced,tertiary,no,637,yes,no,cellular,may,295,2,1,other,0
516,26,services,divorced,primary,yes,2,yes,yes,cellular,jul,22,16,0,unknown,0
517,25,student,single,secondary,no,3165,no,no,telephone,oct,251,2,0,unknown,0
518,36,management,married,tertiary,no,539,no,no,cellular,aug,176,1,0,unknown,0
519,39,management,single,tertiary,no,406,yes,no,unknown,may,68,1,0,unknown,0
520,51,housemaid,married,primary,no,30,yes,no,cellular,jul,333,2,0,unknown,0
521,31,management,married,tertiary,no,18,yes,no,cellular,jul,72,19,0,unknown,0
522,34,blue-collar,married,secondary,no,130,no,yes,cellular,jul,156,1,0,unknown,0
523,32,management,single,tertiary,no,769,no,no,cellular,aug,695,2,0,unknown,1
524,47,blue-collar,married,secondary,no,71,yes,no,cellular,may,170,1,1,failure,0
525,35,blue-collar,married,primary,no,102,yes,no,unknown,may,1334,1,0,unknown,1
526,49,technician,married,tertiary,no,6138,no,no,unknown,jun,100,3,0,unknown,0
527,31,management,single,tertiary,no,4319,yes,no,cellular,apr,153,4,1,failure,0
528,31,admin.,single,secondary,no,150,yes,yes,unknown,may,431,2,0,unknown,0
529,47,technician,divorced,tertiary,no,477,yes,no,telephone,may,973,1,1,failure,0
530,39,management,married,secondary,no,-473,yes,no,cellular,may,318,1,0,unknown,0
531,30,technician,divorced,tertiary,no,317,yes,no,cellular,jul,67,5,0,unknown,0
532,58,management,divorced,tertiary,no,50,yes,no,cellular,nov,675,4,4,failure,0
533,47,admin.,married,secondary,no,328,no,no,cellular,aug,260,2,0,unknown,0
534,49,technician,married,secondary,no,775,yes,no,unknown,jun,135,1,0,unknown,0
535,43,blue-collar,divorced,unknown,yes,1,no,no,unknown,jun,188,1,0,unknown,0
536,52,technician,divorced,secondary,no,0,no,no,cellular,aug,39,2,0,unknown,0
537,45,technician,divorced,secondary,no,1309,yes,no,unknown,jun,144,2,0,unknown,0
538,36,blue-collar,single,secondary,no,3623,no,no,unknown,nov,71,1,1,success,1
539,48,management,married,tertiary,no,0,no,yes,cellular,feb,1423,3,0,unknown,0
540,29,services,single,secondary,no,9,no,yes,cellular,jul,202,2,0,unknown,0
541,29,admin.,married,secondary,no,-150,yes,no,unknown,may,328,1,0,unknown,0
542,34,blue-collar,single,primary,no,464,yes,no,cellular,may,173,1,2,other,0
543,33,unknown,married,secondary,no,335,no,no,cellular,feb,891,2,7,failure,1
544,45,admin.,married,secondary,no,1097,yes,yes,cellular,feb,174,1,1,failure,0
545,28,admin.,single,unknown,no,24,yes,no,cellular,jul,415,2,0,unknown,1
546,57,retired,married,secondary,no,3738,yes,no,cellular,jul,178,2,8,failure,1
547,38,technician,single,tertiary,no,369,no,no,cellular,aug,365,8,0,unknown,0
548,59,retired,married,secondary,no,242,no,yes,cellular,feb,17,10,0,unknown,0
549,28,blue-collar,married,secondary,no,196,yes,no,unknown,jun,176,7,0,unknown,0
550,37,technician,married,secondary,no,5953,no,no,cellular,aug,1113,1,0,unknown,0
551,49,technician,married,tertiary,no,80,no,no,cellular,jul,123,1,0,unknown,0
552,62,management,married,tertiary,no,5008,no,no,telephone,jun,139,2,0,unknown,0
553,34,blue-collar,married,primary,no,698,yes,no,cellular,may,83,5,0,unknown,0
554,55,technician,married,tertiary,no,639,yes,no,telephone,may,992,5,3,other,0
555,30,admin.,married,tertiary,no,26,yes,no,cellular,apr,62,1,1,failure,0
556,36,blue-collar,married,secondary,no,0,no,no,unknown,jun,174,1,0,unknown,0
557,50,blue-collar,married,secondary,no,1293,no,yes,cellular,jul,82,1,0,unknown,0
558,50,admin.,married,secondary,no,715,no,no,cellular,aug,131,13,0,unknown,0
559,32,services,married,secondary,no,268,no,no,cellular,jan,140,1,0,unknown,0
560,38,services,married,secondary,no,-224,yes,yes,unknown,may,222,1,0,unknown,0
561,35,admin.,married,secondary,no,0,yes,no,cellular,apr,18,5,0,unknown,0
562,52,management,divorced,tertiary,no,3,no,no,unknown,jul,28,1,0,unknown,0
563,56,blue-collar,married,primary,no,373,yes,no,cellular,may,179,1,1,failure,0
